epoch,train_loss,val_loss,mean_d_pos,mean_d_neg,active_fraction
1,0.12517890334129333,0.16817151010036469,0.5815448760986328,1.7807979583740234,0.25608682898210616
2,0.08101443946361542,0.12079602479934692,0.5194542407989502,1.7776472568511963,0.23203285420944558
3,0.06735441833734512,0.10955842584371567,0.5849500894546509,1.8408106565475464,0.1958052214725726
4,0.05706455186009407,0.09082870930433273,0.510081946849823,1.7182533740997314,0.1900850689351716
